"","x"
"6010",1
"1385",3
"7442",3
"3775",3
"746",3
"4576",3
"6646",3
"5914",3
"958",1
"798",2
"479",1
"6775",1
"3188",3
"4870",2
"1011",3
"382",3
"1545",1
"4696",2
"6135",3
"233",3
"1563",3
"4581",3
"3323",3
"7431",3
"6415",3
"1469",3
"946",3
"5185",1
"6820",2
"2108",2
"7391",3
"5440",3
"136",3
"6075",2
"779",1
"309",2
"1314",3
"4303",2
"934",3
"5747",3
"6693",2
"5455",3
"2274",2
"2025",3
"4227",3
"7331",2
"2089",3
"1649",3
"1991",3
"4302",3
"2405",3
"2560",3
"2328",1
"7271",2
"7266",1
"4110",2
"2612",1
"4795",1
"5422",3
"878",3
"3647",1
"4380",3
"3349",3
"4192",2
"7082",3
"5670",2
"6952",3
"5291",3
"1663",3
"4808",3
"7865",3
"2022",3
"3283",3
"5206",3
"5810",2
"6457",1
"7038",3
"7124",3
"5265",3
"4262",3
"3269",3
"5518",1
"7129",1
"6542",3
"7014",2
"1194",2
"2728",2
"2447",1
"4552",2
"3823",3
"3986",1
"5856",3
"7996",3
"3087",3
"4258",3
"2924",2
"792",1
"6526",1
"6706",3
"6941",3
"2586",3
"3139",2
"5894",3
"517",3
"4954",1
"1032",3
"2749",3
"2393",3
"944",3
"1002",2
"2905",3
"4127",1
"7670",2
"4654",3
"316",3
"41",3
"7445",3
"195",3
"5023",3
"6392",3
"6053",1
"7132",3
"2450",3
"6236",2
"4129",3
"4469",2
"5723",1
"3902",3
"1503",2
"219",1
"1226",1
"5432",3
"1950",2
"5871",3
"7405",3
"3334",1
"2019",2
"4025",3
"1502",2
"8165",3
"2970",2
"5378",3
"1132",1
"6894",2
"3211",2
"1532",3
"2283",3
"2185",1
"98",2
"1778",1
"5300",1
"7278",2
"3508",1
"290",3
"6694",3
"1920",3
"4201",2
"4086",2
"4024",2
"1812",3
"7764",1
"199",2
"2941",3
"6179",3
"3381",1
"4825",1
"3914",1
"4255",3
"4200",1
"6283",3
"6611",3
"2176",2
"7649",3
"7097",3
"4213",3
"3893",1
"5379",3
"1027",1
"4881",2
"3364",3
"4114",3
"7370",1
"1388",1
"2939",3
"5681",3
"6714",3
"2038",1
"1162",1
"6697",3
"1931",1
"2802",1
"4547",3
"3792",3
"781",1
"7872",1
"7817",1
"4857",2
"6383",3
"1421",1
"7710",3
"6793",3
"6924",1
"5106",2
"6598",3
"7936",3
"2626",3
"7207",3
"7857",3
"5714",3
"2853",1
"6779",3
"1321",3
"4532",2
"7616",3
"4399",3
"7214",3
"1949",3
"851",3
"3351",3
"7290",3
"7179",2
"4596",1
"443",1
"7835",3
"1758",2
"4424",3
"8041",2
"769",1
"4332",1
"5205",2
"6120",1
"5019",1
"4800",3
"2073",3
"3788",1
"5363",3
"1987",3
"3663",1
"6194",2
"7629",2
"3089",3
"5178",2
"6638",3
"3169",3
"7642",3
"145",3
"2723",2
"3374",3
"7022",2
"5475",1
"3809",2
"2808",3
"1944",2
"4855",3
"1047",2
"2401",3
"7840",1
"5249",1
"3373",2
"3689",2
"6071",3
"7231",2
"4047",1
"8032",3
"3475",1
"7341",3
"7669",3
"7561",2
"4943",1
"2236",2
"1070",1
"4753",3
"422",3
"7009",3
"7133",3
"1291",3
"6346",3
"255",3
"8062",1
"7383",3
"4174",3
"1491",3
"2270",1
"4901",1
"613",3
"2439",1
"3473",3
"6172",3
"1522",3
"5512",2
"1484",2
"6040",2
"5754",1
"6766",3
"7973",3
"6981",1
"4088",3
"536",2
"6844",3
"1514",3
"1247",3
"4270",2
"7378",1
"2396",1
"2282",3
"2822",1
"4995",1
"2406",2
"8026",3
"5295",3
"3204",3
"4037",3
"3928",3
"7621",2
"941",3
"1788",3
"5174",3
"4769",1
"7750",1
"5113",1
"4805",3
"520",1
"1829",2
"1879",2
"3969",1
"4018",1
"6238",3
"176",3
"8131",2
"6419",3
"881",3
"5033",3
"1595",1
"4562",3
"1508",2
"5960",1
"1717",3
"4946",3
"2418",3
"817",3
"6434",2
"7211",3
"4806",3
"3332",3
"1480",3
"7731",3
"1589",3
"6578",2
"3911",1
"6761",2
"7766",2
"5842",1
"2122",1
"4712",2
"7078",2
"3453",3
"3378",3
"3247",2
"6554",1
"534",2
"2358",1
"4644",3
"6246",3
"5539",3
"5252",3
"3199",3
"5050",3
"2746",3
"1082",3
"5493",1
"5207",3
"79",1
"321",3
"1049",2
"6854",1
"2130",2
"7117",1
"5170",3
"2201",3
"699",3
"8057",2
"7802",1
"4690",1
"3575",2
"4505",2
"1437",3
"2753",2
"3828",3
"4278",3
"6472",3
"7234",2
"900",2
"3866",1
"1296",3
"2472",1
"497",2
"5182",2
"1071",3
"1947",2
"7776",3
"1374",3
"1031",1
"3227",3
"2651",3
"6527",3
"7968",3
"3174",3
"1102",2
"6825",3
"6932",3
"5063",3
"1715",3
"4885",3
"755",1
"3592",3
"1470",1
"7152",3
"4498",3
"4523",2
"3189",2
"4858",1
"8031",3
"2431",3
"1008",3
"5817",3
"487",2
"7200",2
"5228",3
"3498",3
"6631",2
"6808",3
"2745",2
"7713",1
"4132",3
"1201",3
"6802",2
"6904",3
"5090",3
"1509",3
"8",3
"3870",3
"3813",1
"3444",2
"6405",2
"3046",2
"7023",3
"5722",3
"2214",3
"1838",3
"7463",1
"3421",2
"848",3
"567",3
"2624",3
"627",3
"7286",3
"102",3
"6395",2
"632",1
"5964",3
"3461",2
"7387",1
"5693",2
"4664",2
"500",3
"472",3
"1915",3
"2823",3
"5415",1
"1133",3
"5484",2
"729",3
"750",1
"3058",2
"3121",3
"3353",3
"6089",3
"3",3
"7610",3
"2995",1
"2360",3
"5578",3
"4126",2
"6288",3
"4560",2
"1190",1
"5897",2
"7760",3
"2572",2
"2319",2
"1300",2
"8187",3
"3363",2
"4497",2
"460",3
"5684",2
"6963",2
"5699",2
"31",3
"190",3
"3054",3
"6432",3
"1779",3
"1168",3
"820",3
"358",1
"7811",3
"1243",3
"1990",2
"5044",3
"4017",2
"234",1
"1333",2
"5022",3
"573",1
"4534",1
"6925",2
"5499",3
"1286",1
"7531",3
"1518",3
"1803",3
"1770",3
"2376",2
"7074",3
"749",3
"1646",3
"4464",3
"3553",3
"174",3
"3013",2
"2620",3
"3544",3
"1173",1
"5878",1
"6098",1
"577",2
"4931",3
"1751",3
"7609",3
"4947",3
"709",3
"3472",3
"5157",2
"3035",3
"2849",1
"4462",2
"6005",3
"2432",1
"1865",3
"424",3
"4027",3
"4259",2
"2977",1
"5414",1
"7226",3
"5865",1
"6269",3
"7318",3
"4062",3
"5003",3
"7788",3
"7583",2
"1617",3
"2776",3
"5305",1
"3021",1
"7435",3
"4305",3
"4445",2
"2841",2
"1579",3
"5819",3
"1216",2
"3341",3
"7089",3
"3513",3
"6813",3
"3992",2
"5395",2
"4845",3
"3319",2
"5933",3
"4539",3
"74",3
"6921",3
"8126",3
"719",3
"7255",3
"6117",3
"988",3
"4385",3
"5859",2
"2165",1
"2215",1
"5381",3
"6388",1
"5780",1
"4918",3
"7739",3
"3383",2
"1022",3
"3497",2
"2686",1
"437",3
"947",3
"1959",3
"5911",2
"7195",3
"975",3
"3281",1
"2669",2
"6232",3
"4660",1
"999",3
"6919",3
"4723",3
"7309",3
"1801",2
"2599",3
"5560",2
"5527",1
"2980",3
"2182",1
"5815",3
"6730",1
"706",3
"2397",1
"2295",3
"7784",1
"4377",1
"1378",2
"824",2
"8025",1
"4529",1
"5466",1
"3181",2
"5751",1
"4633",2
"812",3
"653",3
"5616",3
"1021",1
"7104",3
"6498",3
"2562",2
"2229",3
"5437",3
"3278",3
"7061",2
"6597",3
"7862",3
"8013",3
"5712",3
"1701",3
"6016",3
"4473",2
"1025",2
"5804",1
"2096",2
"2465",3
"1153",3
"6131",1
"2187",3
"1629",2
"6290",3
"5323",3
"5758",3
"8005",1
"4681",1
"3500",1
"3369",3
"681",1
"558",1
"6510",3
"1772",3
"8015",3
"5956",3
"3685",3
"2777",1
"3560",3
"3134",3
"7465",3
"647",2
"6717",3
"1753",2
"7304",1
"2163",3
"7352",3
"2739",1
"1164",3
"711",3
"7963",3
"3382",2
"7746",3
"2455",1
"4021",3
"2345",3
"5095",3
"1230",3
"1547",2
"3714",2
"4540",2
"3635",1
"597",3
"3768",3
"259",2
"1085",3
"2663",2
"5999",3
"7852",3
"3991",2
"3659",2
"4680",3
"3246",2
"7485",1
"3214",3
"5976",2
"2014",2
"814",3
"6330",1
"2729",3
"2833",3
"7205",3
"3119",3
"4714",3
"4967",3
"1734",2
"1186",2
"7927",3
"3412",3
"5326",2
"6776",2
"5076",3
"7112",2
"1916",3
"6965",3
"6978",3
"1143",3
"8019",3
"3864",3
"6411",2
"4701",2
"6261",3
"6644",3
"8098",3
"7966",3
"4189",1
"758",2
"7859",3
"3740",3
"562",3
"3688",3
"3673",1
"5888",3
"286",2
"4177",3
"4494",3
"5809",1
"2346",1
"734",3
"7947",1
"1930",2
"6426",1
"2814",3
"1436",3
"4275",3
"2907",3
"3462",2
"7020",3
"96",3
"3773",2
"6018",2
"2515",2
"1383",3
"5202",3
"3762",3
"5489",1
"396",3
"2668",1
"6830",2
"7694",1
"4495",3
"3924",2
"2527",3
"8119",3
"6538",2
"8150",2
"5818",2
"553",3
"1340",3
"452",3
"3974",2
"6399",1
"5962",3
"7178",3
"2952",1
"2542",3
"2844",3
"215",3
"7569",3
"6479",3
"7975",1
"3578",2
"1984",1
"3901",3
"1500",1
"7310",3
"8164",2
"5659",3
"4158",2
"7938",3
"4170",3
"4952",3
"2040",3
"3814",2
"7480",3
"3705",2
"2897",2
"2468",1
"6407",1
"7064",3
"7578",3
"4549",2
"5567",2
"6752",3
"716",3
"1891",2
"1868",2
"3980",1
"1061",3
"4245",3
"4704",1
"2861",3
"2230",1
"6645",3
"1609",3
"5080",1
"5898",3
"7998",3
"3004",3
"7786",2
"8147",2
"909",2
"751",3
"1295",2
"3676",1
"2208",2
"4499",1
"6423",1
"1642",3
"565",2
"4884",3
"6566",3
"3657",3
"7560",3
"1152",3
"4360",3
"3267",3
"2354",3
"334",1
"5680",3
"7492",3
"4591",3
"2641",3
"7436",1
"5040",1
"6215",1
"7208",1
"3735",3
"4069",1
"4058",3
"5517",1
"7819",3
"5870",3
"1720",2
"5062",3
"4197",3
"1846",1
"6803",1
"1490",3
"3154",2
"1864",3
"5171",2
"503",3
"5055",1
"1063",3
"5123",3
"8055",2
"8105",3
"5970",2
"1736",2
"4250",3
"4758",1
"3387",3
"6409",3
"6972",3
"6700",3
"6496",1
"68",3
"5419",3
"2594",3
"2574",2
"325",3
"2863",3
"1026",1
"6153",1
"3489",3
"7598",3
"5132",1
"2662",1
"4841",3
"1352",3
"7557",1
"1594",3
"4624",1
"1896",2
"525",3
"1639",3
"1671",1
"5347",1
"4902",3
"5957",3
"1883",3
"2601",3
"7098",3
"634",1
"2197",3
"5605",3
"4431",1
"4133",2
"6442",3
"1298",3
"6229",3
"6465",3
"4398",3
"2373",3
"405",3
"248",2
"2817",3
"1786",3
"6451",3
"1399",3
"4921",1
"1841",2
"8086",1
"5340",2
"2116",2
"712",3
"6628",3
"4710",2
"6747",3
"2926",2
"5192",3
"6807",1
"5679",1
"2743",3
"2158",2
"6311",1
"6890",3
"4277",2
"5334",2
"4709",3
"8140",3
"4355",3
"736",3
"5858",3
"462",1
"7977",2
"1685",3
"1746",3
"3872",3
"7615",3
"4890",3
"2372",3
"5096",1
"3492",1
"3665",3
"4232",3
"811",3
"5114",3
"45",3
"3598",3
"7793",3
"5910",3
"1246",3
"2529",3
"1855",2
"458",3
"7645",2
"847",3
"1214",3
"4394",3
"2192",2
"2670",1
"2057",3
"6993",2
"4587",1
"3396",3
"7801",3
"1401",2
"4777",1
"2512",3
"2079",3
"5864",3
"3622",3
"5190",2
"8200",3
"7312",1
"6558",3
"6828",2
"2117",1
"1038",2
"3302",2
"1077",3
"5726",3
"5727",3
"7268",2
"6307",3
"6572",1
"3117",3
"4001",3
"2289",3
"231",3
"1420",2
"6085",1
"5315",3
"4329",3
"1322",2
"7855",1
"4463",3
"389",3
"7734",3
"2589",3
"6655",3
"6492",2
"4290",3
"707",3
"4081",3
"193",3
"7864",2
"481",3
"6604",3
"7351",1
"2100",3
"4766",2
"7451",3
"4217",3
"7728",3
"7982",2
"3215",3
"169",1
"6490",3
"5135",2
"7083",3
"3850",1
"2061",3
"3456",1
"5886",3
"1988",3
"1287",1
"7799",3
"2644",3
"4150",2
"7932",1
"6601",3
"2695",1
"3964",1
"2856",3
"3384",3
"6900",3
"271",1
"2177",3
"2962",2
"3771",1
"3888",3
"2997",3
"4848",2
"3745",2
"3055",1
"7315",3
"5450",1
"345",1
"7242",3
"7809",2
"4919",1
"615",3
"1862",1
"702",3
"5108",1
"7628",3
"1445",1
"5606",1
"6155",3
"1292",3
"4545",1
"2698",1
"2942",3
"468",2
"5619",3
"1852",1
"64",3
"6012",3
"7274",2
"6092",3
"5445",3
"7648",2
"7444",2
"5661",3
"3706",3
"6398",1
"7591",1
"2126",3
"3628",2
"5159",1
"3394",1
"4530",2
"3285",3
"7779",3
"1929",3
"61",2
"8011",3
"3830",3
"521",3
"6014",1
"7487",3
"6555",2
"3587",3
"7071",1
"4155",3
"5281",3
"7050",3
"1598",3
"4118",3
"7345",3
"612",3
"5038",3
"2311",1
"1576",3
"7539",2
"8129",3
"4366",2
"1115",3
"2123",3
"2285",3
"2791",3
"3202",1
"4920",3
"5400",3
"1245",3
"8024",1
"5486",3
"4075",3
"2770",3
"2950",3
"7668",3
"1535",2
"6221",3
"2811",3
"4468",1
"4886",3
"664",2
"1905",3
"3818",3
"7187",1
"7874",1
"3892",3
"7856",1
"5660",3
"7026",3
"7135",3
"7420",2
"372",3
"4527",2
"526",3
"7316",3
"7120",3
"1486",2
"6087",2
"7388",3
"5851",1
"5508",3
"1544",2
"637",2
"939",3
"2155",1
"1819",3
"2775",3
"1511",2
"4659",2
"4492",1
"2151",3
"6428",1
"6245",3
"4029",2
"4220",1
"5284",2
"2690",2
"7126",3
"3677",2
"6124",3
"5889",3
"968",2
"1350",1
"6848",1
"6864",3
"1895",3
"5431",3
"6051",3
"4293",3
"3187",3
"8201",1
"5641",3
"5156",1
"4422",3
"7675",3
"1875",3
"1380",3
"1872",1
"4131",1
"7850",1
"2482",3
"6331",3
"7456",3
"2665",1
"2379",3
"341",2
"796",1
"7504",2
"6608",3
"5977",2
"7088",3
"4781",1
"415",1
"2238",2
"446",2
"7236",3
"7007",3
"5152",1
"5935",3
"8121",3
"6257",3
"4248",3
"2725",3
"7679",2
"663",1
"2287",3
"6125",3
"5537",3
"1419",2
"4289",1
"1275",2
"6842",1
"8193",3
"7805",3
"2065",3
"6443",1
"5093",1
"4056",3
"1927",3
"5219",1
"1557",2
"1566",2
"1375",1
"4794",3
"2448",2
"265",3
"7380",2
"251",3
"6074",1
"3716",3
"8074",3
"6164",3
"7497",1
"6819",2
"2112",3
"3450",3
"3961",1
"2034",3
"5413",3
"7221",3
"4727",3
"3339",3
"6716",3
"7763",3
"2883",2
"7411",1
"1816",3
"2509",1
"6785",3
"2451",2
"3993",3
"6728",3
"6464",2
"990",3
"6570",3
"1432",3
"3126",2
"6824",1
"1889",2
"831",2
"5762",3
"22",3
"5520",2
"3518",3
"360",3
"856",3
"3049",3
"6979",3
"2334",1
"5344",3
"5561",3
"4186",1
"2688",3
"6228",1
"2084",1
"7223",3
"4724",1
"4347",3
"217",3
"7767",2
"1328",2
"3321",3
"6277",3
"2800",2
"6069",3
"7604",3
"8020",3
"4068",2
"7338",3
"439",2
"5013",3
"5306",3
"5706",2
"4396",3
"3963",3
"8172",1
"3844",3
"2774",3
"7789",3
"5436",3
"4503",3
"2699",1
"1809",3
"4446",3
"4677",3
"7644",3
"4838",2
"3328",3
"2676",1
"2579",3
"940",3
"3132",2
"2873",3
"432",3
"4814",1
"7618",3
"5240",3
"3106",2
"6866",3
"4337",3
"3766",3
"522",1
"5030",2
"5473",2
"7206",1
"8178",1
"875",3
"6732",3
"1156",3
"6227",3
"421",3
"1656",3
"6823",2
"3151",3
"1750",2
"654",2
"2386",3
"2350",2
"3604",3
"7894",3
"581",3
"5278",3
"4992",3
"1979",3
"6966",1
"339",3
"6140",2
"7455",1
"6360",3
"3975",3
"6067",3
"5292",3
"889",3
"1888",1
"953",3
"1442",2
"3359",3
"194",2
"7273",3
"6499",1
"7462",1
"6682",1
"4600",3
"3962",3
"3841",1
"2144",3
"1237",3
"588",3
"2954",3
"1677",3
"5476",1
"3171",3
"985",3
"5938",2
"4929",3
"6708",1
"7635",3
"7703",2
"4536",3
"6326",2
"5470",3
"1148",3
"8116",2
"4028",2
"4618",3
"7051",3
"3101",3
"2917",3
"3885",1
"6146",3
"511",3
"1172",3
"8139",1
"7607",3
"5266",3
"7086",1
"1041",3
"5674",2
"1591",3
"5120",1
"2520",1
"1482",2
"756",3
"1454",1
"6100",2
"6272",1
"4104",3
"6214",3
"4284",2
"3640",3
"1507",3
"5663",2
"2023",3
"3846",1
"5276",3
"5587",3
"4265",3
"885",2
"8183",3
"5682",2
"689",3
"469",3
"3758",3
"4626",1
"2908",1
"4555",3
"6422",3
"3458",3
"3062",3
"8051",2
"997",1
"832",3
"6702",1
"2068",2
"7287",3
"2846",3
"5214",3
"2114",3
"5653",3
"7831",3
"6430",2
"3782",1
"5145",2
"5254",3
"1323",2
"4816",2
"7753",2
"1659",2
"3613",3
"6599",3
"7363",1
"4999",2
"4695",3
"2866",3
"4106",3
"6565",1
"2506",1
"5585",1
"5361",1
"5168",1
"2384",3
"2312",3
"4486",2
"1410",3
"123",3
"2875",1
"5690",2
"4726",3
"3897",3
"680",3
"530",3
"1294",3
"1542",2
"4987",2
"2128",2
"1661",3
"6436",2
"2998",1
"3877",3
"3855",3
"7418",3
"6414",3
"1748",3
"7631",3
"2988",3
"4757",1
"5598",1
"4194",1
"4311",2
"6105",1
"1048",3
"3940",3
"5390",3
"4566",2
"1429",3
"5755",3
"3908",2
"740",3
"6084",3
"5812",3
"2648",3
"7173",3
"7417",2
"1684",3
"5117",3
"1674",3
"2063",3
"262",3
"4108",2
"1297",1
"938",2
"1144",3
"2606",3
"720",3
"3398",2
"2613",3
"550",1
"3026",2
"1357",2
"1918",3
"4981",3
"4577",3
"910",1
"1723",1
"5800",3
"3069",3
"6605",3
"2171",3
"4267",1
"6491",3
"6066",3
"4652",3
"1076",1
"2080",3
"1744",1
"1980",3
"435",3
"3212",3
"7886",3
"6926",1
"5441",3
"3668",3
"6671",2
"6058",3
"2013",2
"2874",3
"2792",1
"3708",2
"4812",3
"2467",3
"7366",3
"1505",3
"1555",3
"3241",3
"5746",3
"6685",3
"6219",1
"4112",3
"7428",1
"7035",1
"7141",3
"673",3
"273",3
"1308",2
"1036",1
"849",3
"3945",2
"3557",3
"4342",3
"5074",1
"5912",3
"3027",3
"7409",3
"6132",3
"4107",2
"3988",3
"3990",1
"7501",1
"1053",2
"7137",2
"5779",3
"6762",2
"5124",3
"3097",2
"6755",1
"7180",1
"2664",3
"2834",1
"2990",3
"7225",1
"3805",3
"1952",3
"4458",1
"1775",2
"142",3
"929",2
"3541",3
"4331",3
"4611",3
"7356",2
"7270",3
"493",3
"471",3
"2341",3
"1481",1
"7923",3
"5781",3
"629",3
"8101",3
"1051",3
"4033",3
"4404",3
"2109",2
"2658",1
"6945",2
"1764",3
"2255",2
"6243",2
"2309",1
"1057",1
"3167",2
"146",1
"6310",2
"1878",3
"918",3
"2576",3
"1044",3
"1845",1
"5239",1
"5154",3
"4410",3
"1504",2
"1338",2
"6000",3
"3424",3
"44",2
"3743",3
"4451",2
"7191",3
"6493",3
"6782",3
"1363",3
"6082",3
"3832",3
"5949",2
"7192",3
"2630",3
"3253",2
"595",1
"449",3
"1869",3
"4966",3
"2169",1
"904",3
"3603",2
"732",3
"4115",3
"2160",3
"3039",3
"3874",3
"3694",1
"1449",3
"3906",3
"6203",2
"1059",2
"5383",1
"8016",2
"7314",3
"7335",1
"609",2
"830",3
"3198",3
"1802",2
"7942",3
"275",1
"6773",3
"5978",3
"3166",3
"3012",3
"554",3
"759",3
"5750",3
"3073",1
"3887",3
"3886",3
"6530",2
"7301",2
"5547",2
"672",3
"69",2
"1317",3
"7608",2
"1065",3
"3571",2
"5516",1
"1155",3
"3228",3
"6211",2
"1014",1
"7605",3
"173",3
"5540",2
"7313",3
"6158",3
"6568",3
"3168",3
"3375",2
"5338",2
"2949",3
"7283",3
"2403",1
"7600",3
"3123",2
"4168",2
"959",1
"5052",1
"787",3
"1091",1
"1430",1
"887",3
"1379",2
"639",2
"2672",1
"2880",2
"2153",3
"3120",3
"5919",3
"2351",2
"5794",3
"7510",2
"3935",3
"5215",3
"1955",3
"7065",3
"6020",3
"2675",3
"5689",1
"5155",2
"5892",3
"5308",3
"3608",3
"6385",3
"4416",3
"3361",3
"5001",3
"163",2
"2306",2
"4425",1
"4548",3
"2598",3
"1316",3
"1653",1
"436",3
"2398",3
"6241",2
"6394",2
"7484",1
"5341",3
"6665",3
"4778",1
"7348",1
"4909",3
"5029",3
"3463",3
"7964",3
"2923",3
"5942",2
"5788",3
"3539",3
"4546",3
"7247",2
"7891",3
"3451",2
"2608",2
"1675",2
"109",1
"7164",2
"1483",3
"348",2
"3632",3
"6154",3
"7751",3
"545",3
"3617",3
"4962",3
"1062",3
"5974",3
"3907",3
"4913",2
"2701",2
"1792",3
"4437",3
"1269",3
"5464",3
"209",3
"666",3
"1954",3
"7494",3
"1416",2
"3572",3
"6690",3
"2627",1
"1145",3
"7008",3
"2009",3
"2564",3
"4065",3
"1496",1
"2558",3
"3894",3
"4260",2
"2840",2
"3746",3
"3237",3
"896",2
"1345",1
"4898",3
"1600",3
"3636",3
"3910",1
"6458",1
"4609",1
"2129",2
"5673",3
"5845",3
"677",2
"5597",3
"410",3
"728",3
"7177",3
"4457",3
"138",3
"6397",2
"6037",3
"7911",1
"5495",1
"1825",3
"6470",3
"2989",3
"7881",3
"5118",3
"6745",3
"131",1
"1963",1
"8130",1
"7096",2
"7665",2
"1456",3
"4738",2
"2816",1
"3819",3
"7727",3
"561",3
"916",3
"8182",2
"566",1
"320",1
"3182",2
"5133",3
"3342",3
"7170",3
"610",3
"7377",2
"4648",3
"2059",2
"7123",3
"1015",3
"4384",3
"8064",3
"6177",2
"1264",3
"5831",2
"2010",3
"7895",2
"3650",3
"3110",2
"7902",1
"4504",3
"1614",1
"2679",2
"923",1
"4703",3
"2705",3
"7854",3
"4221",3
"7704",3
"6990",3
"5844",2
"5857",3
"5435",3
"7486",3
"1280",3
"4125",1
"7272",1
"1220",3
"2030",3
"2074",3
"2421",1
"5612",2
"1941",2
"6223",2
"6679",3
"834",3
"6855",1
"148",3
"6298",3
"626",1
"4684",3
"4531",2
"3770",1
"5049",2
"1749",2
"5646",3
"5191",1
"5329",3
"7196",3
"5955",2
"1666",3
"865",3
"861",3
"4442",3
"3043",3
"7102",3
"2503",3
"5533",2
"4912",3
"4923",3
"4235",3
"7822",3
"5757",3
"6190",2
"3148",1
"4699",3
"6536",3
"4035",1
"2411",3
"2767",3
"1367",3
"1191",1
"3698",3
"1640",2
"4438",3
"5242",2
"5725",3
"631",3
"2633",3
"6256",3
"4526",3
"6876",3
"2093",3
"1177",3
"6210",2
"922",1
"1207",3
"7340",1
"3133",3
"16",2
"3803",3
"4768",3
"5186",3
"1678",1
"7672",1
"2251",1
"1910",1
"3357",3
"7194",1
"2056",1
"1983",3
"1124",1
"5267",2
"4839",3
"346",3
"4246",1
"6940",1
"1556",2
"7012",3
"5594",3
"5287",3
"6504",3
"6721",1
"6136",3
"7577",2
"8122",3
"5632",2
"7507",1
"157",1
"244",1
"5777",2
"2526",3
"552",3
"6318",1
"5989",2
"1242",3
"4444",3
"964",3
"2437",3
"2323",1
"8153",1
"2881",3
"1368",1
"6421",3
"5948",3
"4218",3
"7457",3
"4512",3
"490",3
"1810",3
"1625",3
"229",3
"5531",1
"7344",1
"6816",3
"2854",3
"2563",3
"483",2
"7696",3
"7033",1
"2276",3
"2603",3
"2069",1
"4432",3
"6948",3
"2595",3
"8168",1
"548",3
"4747",3
"5603",3
"7275",3
"2600",2
"310",3
"739",3
"6839",3
"2543",2
"1348",3
"1726",3
"7785",2
"4708",3
"1643",3
"810",2
"7063",3
"7233",3
"6072",3
"3418",3
"7960",3
"4606",2
"4426",3
"8036",3
"2327",3
"6453",3
"6197",2
"4013",3
"1210",1
"4448",3
"2722",3
"2900",3
"7640",2
"5177",3
"3481",3
"1311",1
"2118",3
"3122",3
"1219",3
"5542",1
"5739",2
"198",3
"87",3
"6480",3
"4672",3
"6626",1
"8135",1
"2241",3
"7220",3
"619",3
"5479",2
"7303",3
"3079",3
"3128",3
"7374",3
"4257",2
"2242",1
"2416",3
"5221",3
"4787",3
"515",1
"5391",1
"1884",2
"879",3
"2071",3
"4481",3
"1909",3
"6618",3
"3257",3
"6581",3
"33",3
"5995",3
"4042",1
"1520",3
"147",3
"7175",1
"3915",2
"7186",2
"2671",1
"4466",3
"2297",1
"3824",2
"6511",3
"3295",3
"5184",3
"2986",2
"5927",3
"7307",3
"11",2
"7976",3
"3292",2
"4447",3
"1158",3
"4880",3
"7279",2
"5736",1
"6588",3
"1551",3
"1324",3
"2095",3
"1288",1
"433",2
"2138",1
"5051",1
"4662",3
"2965",1
"7006",2
"3559",3
"245",2
"7081",3
"3320",3
"3523",3
"1752",1
"3547",3
"4369",1
"4094",2
"7882",2
"7142",3
"5469",3
"4860",2
"6664",3
"7650",3
"7328",3
"645",1
"6015",3
"3729",3
"8112",1
"4798",3
"4895",2
"6028",3
"5385",3
"8009",2
"2273",3
"4784",3
"7937",3
"8088",3
"7636",3
"1199",1
"3192",3
"7127",1
"7110",3
"3955",3
"5850",3
"600",1
"5759",3
"3366",3
"4700",3
"5807",3
"6712",3
"6174",1
"7585",3
"4985",2
"5756",3
"4720",3
"221",3
"3644",3
"604",3
"5622",3
"919",3
"8018",3
"4645",3
"7262",3
"3852",3
"3317",3
"1088",3
"7138",3
"1586",1
"7997",1
"241",1
"4291",2
"6574",3
"5792",2
"801",1
"2779",3
"3405",1
"3764",3
"6739",3
"7537",3
"8022",3
"3656",3
"365",3
"7741",3
"8038",1
"2818",3
"2413",3
"3437",1
"5345",3
"1109",2
"6134",3
"6300",3
"7830",3
"6009",3
"6270",3
"1141",1
"5570",3
"1238",3
"6138",3
"7929",3
"776",2
"7246",1
"6123",3
"4346",2
"71",2
"135",3
"82",3
"2764",1
"6198",2
"5565",1
"7059",3
"7769",3
"3709",2
"1165",3
"4667",3
"5820",2
"3411",1
"4567",3
"3505",2
"6060",3
"4374",3
"4965",3
"6684",3
"39",3
"5246",3
"2525",1
"674",3
"3982",3
"6862",2
"5830",3
"1907",2
"2408",2
"6207",1
"3256",3
"657",3
"1783",2
"3687",3
"2253",3
"2067",3
"1055",3
"6339",3
"6159",2
"7427",3
"4031",3
"3904",2
"6078",2
"7300",1
"5829",3
"2380",3
"2536",3
"2032",2
"6760",3
"3909",1
"5121",1
"2433",2
"1150",3
"1696",1
"3262",3
"3691",2
"6312",2
"6672",1
"486",1
"3588",3
"867",2
"5181",2
"6293",2
"381",3
"5366",3
"6342",2
"5007",1
"7701",3
"3943",3
"5060",1
"7235",1
"6478",1
"6216",2
"8053",1
"4408",2
"1790",3
"5636",3
"4435",2
"116",3
"4163",3
"5529",2
"6169",3
"3023",2
"1795",3
"2959",3
"1636",3
"7068",3
"7336",3
"5089",2
"1716",3
"5575",3
"1681",3
"4135",3
"6998",3
"5541",3
"1444",3
"6886",3
"6621",3
"3552",3
"7846",3
"5525",1
"3468",2
"7337",1
"996",3
"6910",1
"5018",3
"6881",3
"2017",2
"5365",3
"2784",3
"3651",2
"3601",2
"7940",3
